index,"Order ID",Date,Status,Fulfilment,"Sales Channel",ship-service-level,Style,SKU,Category,Size,ASIN,"Courier Status",Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,"Unnamed: 22"
11918,407-0500432-0173949,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3834,JNE3834-KR-XXL,kurta,XXL,B09Q3HSGH3,Shipped,1,INR,521,KOLKATA,"WEST BENGAL",700032,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11919,404-3652798-1510722,04-23-22,Cancelled,Merchant,Amazon.in,Standard,JNE3560,JNE3560-KR-S,kurta,S,B08PCTRGGR,,0,INR,463.81,PUNE,MAHARASHTRA,411062,IN,,False,"Easy Ship",
11920,406-9475645-2637133,04-23-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET304,SET304-KR-DPT-XXXL,Set,3XL,B09K3N11L8,Shipped,1,INR,1115,Hyderabad,TELANGANA,500090,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
11921,406-5680766-7546701,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-XXXL,kurta,3XL,B082W7Y2KY,Shipped,1,INR,435,Hyderabad,TELANGANA,500090,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11922,406-5680766-7546701,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET290,SET290-KR-DPT-XXXL,Set,3XL,B09B57J3FT,Shipped,1,INR,725,Hyderabad,TELANGANA,500090,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11923,406-4746507-9929166,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3463,JNE3463-KR-XXXL,kurta,3XL,B08RP3HQH3,Shipped,1,INR,568,Hyderabad,TELANGANA,500090,IN,,False,,
11924,171-7396204-0652336,04-23-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,J0003,J0003-SET-L,Set,L,B0894Y4PNG,Shipped,1,INR,696,KOLKATA,"WEST BENGAL",700037,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant SS-1643890021772,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-ACZIPIA37BFIY,Amazon PLCC Free-Financing Universal Merchant AAT-4UKS7UWZY3AES,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
11925,408-7582254-8881940,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXL,kurta,XXL,B081WSL2JS,Shipped,1,INR,399,BANGALORE,KARNATAKA,560047,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11926,404-9418086-5768309,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-XXXL,kurta,3XL,B082W7Y2KY,Shipped,1,INR,435,CHENNAI,"TAMIL NADU",600041,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11927,404-1696470-6842744,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3391,JNE3391-KR-M,kurta,M,B081X59FVC,Shipped,1,INR,432,KOLKATA,"WEST BENGAL",700053,IN,,False,,
11928,408-5707297-9627544,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XL,Set,XL,B08XQBF1G4,Shipped,1,INR,788,COIMBATORE,"TAMIL NADU",641006,IN,,False,,
11929,171-7827364-0448339,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3807,JNE3807-KR-XXXL,kurta,3XL,B09RKC6J4R,Shipped,1,INR,666,KUNNAMKULAM,KERALA,680523,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11930,407-3784716-6430727,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-M,Set,M,B09RKF9KV8,Shipped,1,INR,801,BENGALURU,KARNATAKA,560050,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11932,171-9807887-3217162,04-23-22,Shipped,Amazon,Amazon.in,Expedited,J0130,J0130-SET-XXXL,Set,3XL,B091Z6YG38,Shipped,1,INR,659,KHARAGPUR,BIHAR,811213,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11933,403-6079476-8194769,04-23-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,Shipped,1,INR,399,Jaipur,RAJASTHAN,302004,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,"Easy Ship",
11934,171-2428121-3040312,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-L,Set,L,B099NJKJ54,Shipped,1,INR,563,Ballabgarh,HARYANA,121004,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11935,404-8880695-3268330,04-23-22,Shipped,Amazon,Amazon.in,Expedited,MEN5032,MEN5032-KR-M,kurta,M,B08YZ1BNXR,Shipped,1,INR,562,GHAZIABAD,"UTTAR PRADESH",201009,IN,,False,,
11936,405-7024782-5019526,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3784,JNE3784-KR-XXL,kurta,XXL,B09K3XZC3J,Shipped,1,INR,458,"NEW DELHI",DELHI,110021,IN,,False,,
11937,408-9145316-6782757,04-23-22,Shipped,Amazon,Amazon.in,Expedited,J0342,J0342-TP-S,Top,S,B099S89CXL,Shipped,1,INR,540,"NEW DELHI",DELHI,110085,IN,,False,,
11939,407-9766994-7660333,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-L,kurta,L,B082W8354V,Shipped,1,INR,435,BENGALURU,KARNATAKA,560066,IN,,False,,
11940,406-9887814-6066712,04-23-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET375,SET375-KR-NP-XXL,Set,XXL,B09RKDDLL2,Shipped,1,INR,696,PALAKKAD,KERALA,678001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
11941,406-4880883-3798726,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET287,SET287-KR-NP-XXL,Set,XXL,B099NJBTB9,Shipped,1,INR,666,PALAKKAD,KERALA,678001,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11942,406-4880883-3798726,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET408,SET408-KR-NP-L,Set,L,B09RKF225G,Shipped,1,INR,599,PALAKKAD,KERALA,678001,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11943,407-0173600-0380305,04-23-22,Cancelled,Merchant,Amazon.in,Standard,JNE3466,JNE3466-KR-XXXL,kurta,3XL,B082W88SRB,,0,INR,734.28,VADODARA,Gujarat,390010,IN,,False,"Easy Ship",
11944,406-7850175-0937946,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-XXL,kurta,XXL,B082W891PY,Shipped,1,INR,435,BENGALURU,KARNATAKA,560043,IN,,False,,
11945,402-2685655-4182735,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-XXL,kurta,XXL,B091Q9J9QL,Shipped,1,INR,375,HYDERABAD,TELANGANA,500010,IN,,False,,
11946,407-3563581-3752354,04-23-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-S,Set,S,B0894X27FC,Shipped,1,INR,654,JUTOGH,"HIMACHAL PRADESH",171011,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11947,405-0611712-7789904,04-23-22,Shipped,Amazon,Amazon.in,Expedited,J0381,J0381-SKD-L,Set,L,B09M6SDRK5,Shipped,1,INR,1146,MANGALURU,KARNATAKA,575002,IN,,False,,
11948,171-7183022-4973937,04-23-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,J0157,J0157-DR-XXXL,"Western Dress",3XL,B0982ZYH1C,Shipped,1,INR,588,Mumbai,MAHARASHTRA,410206,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
11949,403-8199521-5255556,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-M,Set,M,B09RKF9KV8,Shipped,1,INR,801,PUNE,MAHARASHTRA,411057,IN,,False,,
11950,404-6992841-5629155,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET393,SET393-KR-NP-XXXL,Set,3XL,B09QJ57JPK,Shipped,1,INR,969,BENGALURU,KARNATAKA,560066,IN,,False,,
11951,405-6942294-1679525,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-M,Set,M,B09NQ3TN2T,Shipped,1,INR,597,BENGALURU,KARNATAKA,560037,IN,,False,,
11952,406-4085022-5548367,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,597,CHHATARPUR,"MADHYA PRADESH",471001,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11953,406-6569928-5417965,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,SET131,SET131-KR-NP-A-XXXL,Set,3XL,B07X2KC3M2,Unshipped,1,INR,666,MUMBAI,MAHARASHTRA,400101,IN,,False,,
11954,171-6649599-9015551,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-XXL,kurta,XXL,B091Q9J9QL,Shipped,1,INR,375,"NEW DELHI",DELHI,110085,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11955,404-8627782-2449938,04-23-22,Shipped,Amazon,Amazon.in,Expedited,J0197,J0197-TP-XXL,Top,XXL,B0965MLQBB,Shipped,1,INR,625,ATTINGAL,KERALA,695101,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11956,404-8627782-2449938,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3744,JNE3744-TU-XXL,Top,XXL,B09871D3XM,Shipped,1,INR,665,ATTINGAL,KERALA,695101,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11957,402-6217855-2477904,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3291,JNE3291-KR-L,kurta,L,B07R5X9WJB,Shipped,1,INR,442,PUNE,MAHARASHTRA,411015,IN,,False,,
11958,408-5117512-4581947,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET269,SET269-KR-NP-XXL,Set,XXL,B0983GKG7G,Shipped,1,INR,824,NAGERCOIL,"TAMIL NADU",629001,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11959,403-0184974-6927532,04-23-22,Cancelled,Amazon,Amazon.in,Expedited,J0401,J0401-DR-XL,"Western Dress",XL,B09SDZW3GY,Unshipped,1,INR,885,SURAT,Gujarat,395009,IN,,False,,
11960,402-5126545-3497134,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET198,SET198-KR-NP-A-XS,Set,XS,B08L91DRHM,Shipped,1,INR,548,PUNE,MAHARASHTRA,411014,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11961,403-8706827-6415526,04-23-22,Cancelled,Merchant,Amazon.in,Standard,J0041,J0041-SET-M,Set,M,B089G2L483,,0,INR,628.57,CHENNAI,"TAMIL NADU",600015,IN,,False,"Easy Ship",
11962,404-8503594-5455545,04-23-22,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,"Western Dress",M,B099NQQ79L,Shipped,1,INR,744,KANPUR,"UTTAR PRADESH",208010,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11963,404-2265916-2924334,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-XS,Set,XS,B08B3XN2LC,Shipped,1,INR,759,CHITTAURGARH,RAJASTHAN,312001,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11964,403-4607888-1062734,04-23-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,MEN5019,MEN5019-KR-S,kurta,S,B08YYRSNLB,Shipped,1,INR,476,VIJAYAWADA,"ANDHRA PRADESH",520007,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-DELQQPYRTQEMS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
11965,408-7469348-9703529,04-23-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-S,Set,S,B08XQ98B2Q,Shipped,1,INR,788,CHENNAI,"TAMIL NADU",600097,IN,,False,,
11966,405-2436270-9044337,04-23-22,Cancelled,Merchant,Amazon.in,Standard,JNE3869,JNE3869-DR-S,"Western Dress",S,B09RK67Y51,,0,INR,686.67,Hyderabad,TELANGANA,500072,IN,,False,"Easy Ship",
11967,404-2134728-0857130,04-23-22,Shipped,Amazon,Amazon.in,Expedited,J0396,J0396-DR-M,"Western Dress",M,B09SDYMTMZ,Shipped,1,INR,859,PUNE,MAHARASHTRA,411015,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
11968,404-6080032-6385967,04-23-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET397,SET397-KR-NP-XL,Set,XL,B09RKDB8SB,Shipped,1,INR,1115,Nashik,MAHARASHTRA,422002,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-H56TELQ6BG7EC,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
11969,404-6080032-6385967,04-23-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-XXL,Set,XXL,B09NQ3MPRM,Shipped,1,INR,597,Nashik,MAHARASHTRA,422002,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-H56TELQ6BG7EC,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
11970,404-5601370-4706728,04-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3491,JNE3491-KR-XL,kurta,XL,B08BK5LDMW,Shipped,1,INR,349,Nashik,MAHARASHTRA,422002,IN,,False,,
11971,171-0426277-6545966,04-23-22,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET389,SET389-KR-NP-M,Set,M,B09KXTTVB5,Shipped,1,INR,680,THANE,MAHARASHTRA,401101,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-ACZIPIA37BFIY,Amazon PLCC Free-Financing Universal Merchant AAT-4UKS7UWZY3AES,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
